,Style,Model,Grade,Stories,Occupancy,Exterior_Wall1,Exterior_Wall2,Roof_Structure,Roof_Cover,Interior_Wall1,Interior_Wall2,Interior_Flr1,Interior_Flr2,Heat_Fuel,Heat_Type,AC_Type,Total_Bedrooms,Total_Full_Bthrms,Total_Half_Baths,Total_Xtra_Fixtrs,Total_Rooms,Bathrm_Style,Kitchen_Style,Base_Area,Cndtn,Fdtn_Type,Bsmt_Type,Total_Kitchens,Fireplaces,Half_Bath_Grade,FndtnCndtn,Basement,PID,Location,Image,Year_Built,Living_Area,Replacement_Cost,Building_percent_Good,Less_Depreciation,Grade,Roof_Structure,Interior_Floor1,Interior_Floor2,Ext_Qual,Int_Qual,Struct_Class,Bldg_Use,Bath_Grade,Elevator,Sprinkler,1st_Floor_Use,Heat_AC,Frame_Type,Baths_Plumbing,Ceiling_Wall,Rooms_Prtns,Wall_Height,percent_Comn_Wall,Interior_Wall1,Interior_Wall2,Heat_Sys,Ttl_Bedrms,Ttl_Bathrms,Ttl_Half_Bths,Xtra_Fixtres,Bath_Style,Kitchen_Style,Kitchen_Type,Kitchen_Func,Primary_Bldg_Use,Pct_Com_Int,Atypical,Park_Type,Park_Own,Park_Tandem,FIREPLACES,Floor_Number,Base_Flr_Pm,End_Unit,Attic_Fin_Pct,Bsmt_Fin_Pct,Special_Feature,Kitchen_Grade,Residential_Units,Exterior_Wall1,Exterior_Wall2,Cmrcl_Units,ResCom_Units,Section_num,Parking_Spaces,Section_Style,Foundation,Security,Condo_Appeal,Remod_Ext,Super,Grade2,acctnum
38883,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Wall Units,,,,,4,,,,,,,,,,,,22481,920 SOUTHBRIDGE ST # 2-11,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,786,"$200,500 ",65,"$130,300 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,2 Bedrooms,1 Full,0,,Average,Average,,,,2.72,,,,0,,2,2,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-003-00034
38884,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Wall Units,,,,,4,,,,,,,,,,,,22482,920 SOUTHBRIDGE ST # 2-12,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,797,"$201,915 ",65,"$131,200 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,2 Bedrooms,1 Full,0,,Average,Average,,,,2.72,,,,0,,3,3,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-003-00035
38885,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Wall Units,,,,,3,,,,,,,,,,,,22479,920 SOUTHBRIDGE ST # 2-0A,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,619,"$177,026 ",65,"$115,100 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,2.31,,,,0,,0,0,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-003-00036
38886,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Wall Units,,,,,4,,,,,,,,,,,,22485,920 SOUTHBRIDGE ST # 2-15,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,799,"$202,171 ",65,"$131,400 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,2 Bedrooms,1 Full,0,,Average,Average,,,,2.72,,,,0,,3,3,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-003-00037
38887,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Wall Units,,,,,4,,,,,,,,,,,,22484,920 SOUTHBRIDGE ST # 2-14,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,797,"$201,915 ",65,"$131,200 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,2 Bedrooms,1 Full,0,,Average,Average,,,,2.72,,,,0,,3,3,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-003-00039
38888,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Wall Units,,,,,4,,,,,,,,,,,,22483,920 SOUTHBRIDGE ST # 2-13,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,794,"$201,531 ",65,"$131,000 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,2 Bedrooms,1 Full,0,,Average,Average,,,,2.72,,,,0,,3,3,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-003-38+6B
38889,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Wall Units,,,,,4,,,,,,,,,,,,22480,920 SOUTHBRIDGE ST # 2-10,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,780,"$199,718 ",65,"$129,800 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,2 Bedrooms,1 Full,0,,Average,Average,,,,2.72,,,,0,,2,2,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-004-00007
38890,Converted small apt,Res Condo,,1,1,,,,Asphalt,,,,,,Water Fh,None,,,,,5,,,,,,,,,,,,5659,705 SOUTHBRIDGE ST # 705A,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1913,"2,168","$372,136 ",65,"$241,900 ",Fair To Avg,Flat,Vinyl Tile,Hardwood,,,,,,,,,,,,,,,,Plasters,,,2 Bedrooms,2 Full,0,,Average,Average,,,,0.5,,,,0,,1,,Y,,,,,2,Clapboard,,0,0,0,0,0,,,,,,,51-004-00008
38891,Converted small apt,Res Condo,,1,1,,,,Asphalt,,,,,,Water Fh,None,,,,,5,,,,,,,,,,,,5660,705 SOUTHBRIDGE ST # 705B,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1913,"2,215","$378,451 ",65,"$246,000 ",Fair To Avg,Flat,Vinyl Tile,Hardwood,,,,,,,,,,,,,,,,Plasters,,,2 Bedrooms,2 Full,0,,Average,Average,,,,0.5,,,,0,,1,,Y,,,,,2,Clapboard,,0,0,0,0,0,,,,,,,51-004-00011
38892,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Central,,,,,3,,,,,,,,,,,,22451,926 SOUTHBRIDGE ST #1-05,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,944,"$223,048 ",65,"$145,000 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Plasters,,,1 Bedroom,1 Full,0,,Average,Average,,,,2.23,,,,0,,0,0,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-004-00012
38893,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Central,,,,,4,,,,,,,,,,,,22458,926 SOUTHBRIDGE ST #1-12,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,885,"$214,398 ",85,"$182,200 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Plasters,,,2 Bedrooms,1 Full,0,,Average,Average,,,,2.72,,,,0,,2,2,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-004-00013
38894,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Central,,,,,4,,,,,,,,,,,,22449,926 SOUTHBRIDGE ST #1-03,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,902,"$216,963 ",75,"$162,700 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Plasters,,,2 Bedrooms,1 Full,0,,Average,Average,,,,2.58,,,,0,,0,0,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-004-00014
38895,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Central,,,,,5,,,,,,,,,,,,22459,926 SOUTHBRIDGE ST #1-13,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,"1,280","$271,820 ",75,"$203,900 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Plasters,,,3 Bedrooms,1 Full,1,,Average,Average,,,,2.83,,,,0,,2,2,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-004-00015
38896,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Central,,,,,4,,,,,,,,,,,,22453,926 SOUTHBRIDGE ST #1-07,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0127\DSC00780_127291.JPG,1896,"1,070","$240,251 ",65,"$156,200 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Plasters,,,2 Bedrooms,1 Full,0,,Average,Average,,,,2.68,,,,0,,1,1,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-004-00016
38897,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1635,70 SOUTHBRIDGE ST #701,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0131\20200915_091645_131040.jpg,1979,445,"$142,973 ",78,"$111,500 ",Good To Vg,Flat,Carpet,,,,,,Average,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.62,,,,0,,7,7,,0,0,,Average,138,Concrete Block,,2,0,0,150,0,,,,,,,51-004-00017
38898,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Central,,,,,3,,,,,,,,,,,,22456,926 SOUTHBRIDGE ST #1-10,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,397,"$145,682 ",65,"$94,700 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Plasters,,,1 Bedroom,1 Full,0,,Average,Average,,,,2.03,,,,0,,1,1,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-004-00018
38899,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Central,,,,,5,,,,,,,,,,,,22460,926 SOUTHBRIDGE ST #1-14,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,"1,059","$238,551 ",75,"$178,900 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Plasters,,,3 Bedrooms,1 Full,0,,Average,Average,,,,2.88,,,,0,,2,2,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-004-00019
38900,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Central,,,,,4,,,,,,,,,,,,22466,926 SOUTHBRIDGE ST #1-20,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,"1,198","$258,964 ",75,"$194,200 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Plasters,,,2 Bedrooms,1 Full,0,,Average,Average,,,,3.2,,,,0,,3,3,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-004-00020
38901,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1682,70 SOUTHBRIDGE ST #1002,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,495,"$149,999 ",78,"$117,000 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.64,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-004-00021
38902,Mid-rise Conv Condo,Res Condo,,2.25,1,,,,Slate,,,,,,Electric,Central,,,,,3,,,,,,,,,,,,22461,926 SOUTHBRIDGE ST #1-15,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1896,437,"$150,690 ",65,"$97,900 ",Avg To Good,Hip,Carpet,,,,,,,,,,,,,,,,,Plasters,,,1 Bedroom,1 Full,0,,Average,Average,,,,2.56,,,,0,,2,2,,0,0,,,21,Brick/Stone,,0,0,,31,,,,,,,,51-004-00022
38903,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,1,,,,,,,,,,,,1685,70 SOUTHBRIDGE ST #1005,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,315,"$107,566 ",78,"$83,900 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,0,1 Full,0,,Average,Average,,,,0.43,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-004-00023
38904,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1684,70 SOUTHBRIDGE ST #1004,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,550,"$156,822 ",78,"$122,300 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.66,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-004-00024
38905,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,4,,,,,,,,,,,,1681,70 SOUTHBRIDGE ST #1001,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,945,"$213,097 ",78,"$166,200 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,2 Bedrooms,2 Full,0,,Average,Average,,,,1.21,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-004-00025
38906,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,1,,,,,,,,,,,,1683,70 SOUTHBRIDGE ST #1003,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,315,"$107,566 ",78,"$83,900 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,0,1 Full,0,,Average,Average,,,,0.43,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-004-00026
38907,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,4,,,,,,,,,,,,1686,70 SOUTHBRIDGE ST #1006,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,750,"$187,018 ",78,"$145,900 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,2 Bedrooms,2 Full,0,,Average,Average,,,,1.04,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-004-00027
38908,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,1,,,,,,,,,,,,1687,70 SOUTHBRIDGE ST #1007,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,315,"$107,566 ",78,"$83,900 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,0,1 Full,0,,Average,Average,,,,0.43,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-004-00028
38909,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,1,,,,,,,,,,,,1691,70 SOUTHBRIDGE ST #1012,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,315,"$126,047 ",78,"$98,300 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,0,1 Full,0,,Average,Average,,,,0.43,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-004-09+10
38910,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,1,,,,,,,,,,,,1688,70 SOUTHBRIDGE ST #1009,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,315,"$126,047 ",78,"$98,300 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,0,1 Full,0,,Average,Average,,,,0.43,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-00002
38911,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,1,,,,,,,,,,,,1693,70 SOUTHBRIDGE ST #1014,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,315,"$107,566 ",78,"$83,900 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,0,1 Full,0,,Average,Average,,,,0.43,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-00006
38912,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1694,70 SOUTHBRIDGE ST #1015,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,575,"$160,608 ",78,"$125,300 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.67,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-00007
38913,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,1,,,,,,,,,,,,1689,70 SOUTHBRIDGE ST #1010,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,315,"$107,566 ",78,"$83,900 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,0,1 Full,0,,Average,Average,,,,0.43,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-00008
38914,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,1,,,,,,,,,,,,1690,70 SOUTHBRIDGE ST #1011,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,315,"$107,566 ",78,"$83,900 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,0,1 Full,0,,Average,Average,,,,0.43,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-00010
38915,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,1,,,,,,,,,,,,1692,70 SOUTHBRIDGE ST #1013,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,315,"$107,566 ",78,"$83,900 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,0,1 Full,0,,Average,Average,,,,0.43,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-00011
38916,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,4,,,,,,,,,,,,1695,70 SOUTHBRIDGE ST #1016,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,945,"$210,257 ",78,"$164,000 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,2 Bedrooms,1 Full,0,,Average,Average,,,,1.21,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-00012
38917,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1696,70 SOUTHBRIDGE ST #1017,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,495,"$149,999 ",78,"$117,000 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.64,,,,0,,10,0,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-00013
38918,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1559,70 SOUTHBRIDGE ST #201,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,445,"$142,973 ",78,"$111,500 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.62,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-00022
38919,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1560,70 SOUTHBRIDGE ST #202,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,495,"$149,999 ",78,"$117,000 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.64,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-00029
38920,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1561,70 SOUTHBRIDGE ST #203,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,500,"$150,605 ",78,"$117,500 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.62,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-003-5
38921,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1636,70 SOUTHBRIDGE ST #702,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,495,"$149,999 ",78,"$117,000 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.64,,,,0,,7,7,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-0030A
38922,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,4,,,,,,,,,,,,1564,70 SOUTHBRIDGE ST #206,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,750,"$187,018 ",78,"$145,900 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,2 Bedrooms,2 Full,0,,Average,Average,,,,1.04,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-23-25
38923,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1563,70 SOUTHBRIDGE ST #205,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,500,"$150,605 ",78,"$117,500 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.62,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-26-28
38924,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1562,70 SOUTHBRIDGE ST #204,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,550,"$156,822 ",78,"$122,300 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.66,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-31+32
38925,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,1,,,,,,,,,,,,1569,70 SOUTHBRIDGE ST #214,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,315,"$126,047 ",84,"$105,900 ",Good To Vg,Flat,Hardwood,,,,,,,,,,,,,,,,,Dry Wall,,,,1 Full,0,,Average,Average,,,,0.43,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-005-33-35
38926,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1567,70 SOUTHBRIDGE ST #211,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,500,"$150,605 ",78,"$117,500 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.62,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-006-00020
38927,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1571,70 SOUTHBRIDGE ST #216,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,500,"$150,605 ",78,"$117,500 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.62,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-007-00001
38928,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1566,70 SOUTHBRIDGE ST #209,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,445,"$142,973 ",78,"$111,500 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.62,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-007-00002
38929,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1565,70 SOUTHBRIDGE ST #207,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,445,"$142,973 ",78,"$111,500 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.62,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-007-00003
38930,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1570,70 SOUTHBRIDGE ST #215,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,495,"$149,999 ",78,"$117,000 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.64,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-007-00004
38931,High-rise Conv Condo,Res Condo,,10,1,,,,Rubber Roof,,,,,,Forced Air,Central,,,,,3,,,,,,,,,,,,1568,70 SOUTHBRIDGE ST #213,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1979,575,"$160,608 ",78,"$125,300 ",Good To Vg,Flat,Carpet,,,,,,,,,,,,,,,,,Dry Wall,,,1 Bedroom,1 Full,0,,Average,Average,,,,0.67,,,,0,,2,2,,0,0,,,138,Concrete Block,,2,0,0,150,0,,,,,,,51-007-00005
